student_id,gender,percentage_10,percentage_12,cgpa_sem,basic_aptitude,grade_ICP,grade_OOPS,grade_DSA,grade_DAA,grade_DBMS,grade_OS,grade_CN,grade_IWT,grade_CPMAD,grade_AJ,grade_AWT,communication_skill,aptitude_training_perf,coding_training_perf,national_test_score,amcat_score,num_hackathons,leetcode_solved,github_contrib_score,num_projects,project_depth,num_internships,internship_quality,research_papers,certification_count,attendance_percent,mock_interview_score,personality_score,placement_status
S1442,Male,74.01,84.72,7.3,3,A+,A+,A-,B+,A,B+,B+,B+,B,A,B-,5,2,1,3,62,2,54,10,0,1,0,2,1,1,74,1,4,1
S1443,Female,79.36,61.28,9.12,4,B,B,A,B-,B+,B,A,B+,A-,A,C,2,2,3,3,56,2,146,14,3,0,1,3,0,5,62,3,5,1
S1444,Male,49.68,67.34,4.66,3,B,A+,A,A+,B-,B,A,A,A,B,B-,4,5,1,4,72,2,31,12,3,1,3,3,2,6,73,1,4,1
S1445,Female,81.82,69.89,9.96,3,A+,B,A+,B+,A,C,A,A,A,B,A,1,1,1,0,58,1,86,19,1,0,0,2,1,3,64,3,1,0
S1446,Male,76.26,37.21,5.45,1,B+,B+,A-,B,A-,A,B+,B+,B-,B,B,1,3,3,5,48,2,159,5,0,3,3,0,2,4,70,3,3,0
S1447,Female,72.78,92.06,6.75,4,A+,A,B-,C,B-,B-,B,B+,A,B-,B-,5,4,3,3,57,2,71,4,4,1,3,0,1,4,61,1,4,1
S1448,Female,95.47,61.18,7.45,5,B,B+,B+,B-,A+,C,C,A,A,B,B-,4,2,3,1,39,1,21,3,3,2,1,3,2,1,63,5,5,1
S1449,Female,68.25,78.07,7.32,1,B+,A,B,A,B-,A-,B+,C,C,B,C,4,1,4,1,96,0,237,18,1,3,2,0,0,4,96,4,2,1
S1450,Female,70.97,70.96,8.71,1,C,A-,A,B,A,A,A,B+,B,B+,B+,3,1,1,4,45,0,182,14,4,4,1,1,1,9,95,4,2,1
S1451,Male,94.92,87.09,6.23,4,A,B,A,B,A+,C,B,B+,A,B+,B,5,2,4,3,30,0,135,4,5,3,3,2,0,4,77,2,1,1
S1452,Female,66.68,76.87,7.81,2,B,B+,B-,B,A,B,B,A-,A,A-,A+,4,5,4,1,33,1,45,10,2,2,0,2,0,4,74,2,4,1
S1453,Female,69.5,69.18,6.81,1,A,A,A+,B-,A+,A-,A+,A+,A,B,B+,4,5,5,5,98,1,4,17,0,0,0,3,1,3,77,1,3,1
S1454,Male,73.53,61.28,7.85,3,B,B,B-,C,A+,B,B-,B-,B+,A-,B+,1,5,4,1,33,0,11,9,4,1,2,3,2,9,80,4,2,1
S1455,Male,83.41,81.57,7.42,3,B,A,B+,A+,B,A,B-,A,B,A,C,4,5,4,4,49,2,26,15,3,0,1,2,2,3,85,2,3,1
S1456,Female,77.08,49.52,7.61,5,B,B,B-,A,A,A,B+,B,A,A,C,4,3,3,3,92,2,83,3,5,0,3,3,1,6,65,4,1,0
S1457,Female,62.07,79.75,6.84,1,B-,B+,A,B,C,B+,B+,B,B-,C,B,2,1,3,4,64,1,35,18,1,1,0,2,1,5,89,3,5,0
S1458,Female,69.68,58.81,6.89,5,B-,B+,A,A,B+,B+,B,B+,A,A+,A+,1,5,2,3,74,1,51,4,1,0,1,2,0,7,78,5,5,1
S1459,Male,68.93,87.03,7.84,1,A+,B-,B,A+,B+,B-,B,B+,A,A,A-,1,5,1,1,86,1,129,14,5,2,0,1,1,0,60,3,1,1
S1460,Female,74.23,73.94,8.63,4,A,B,B,A-,A-,B+,A+,A,C,A-,B,2,4,4,5,53,0,73,5,0,4,3,2,1,9,75,2,3,0
S1461,Male,79.26,79.73,6.78,1,B,A+,A,B-,B,B-,A,A,A,A,A+,1,4,4,0,49,0,247,1,2,1,1,1,1,1,76,2,3,1
S1462,Female,79.18,72.98,6.46,2,B+,A,C,A,B+,A,A,B+,B-,A-,A,3,1,1,1,57,1,11,9,3,0,3,3,0,1,79,1,3,0
S1463,Male,57.24,50.97,8.24,3,A,B-,A+,B,A,B+,B,B,B,A,B-,3,2,3,0,67,0,54,19,2,1,2,0,0,1,86,5,1,1
S1464,Female,85.64,61.67,7.46,4,B+,A+,A+,A+,B-,A,A-,A-,A+,A,A,5,5,3,3,53,0,253,5,0,0,3,0,0,2,52,5,2,0
S1465,Female,77.53,80.07,8.5,3,A-,B+,B+,A,A-,A-,B+,A,B+,B-,A+,1,3,1,3,53,2,158,18,0,2,3,1,0,5,59,4,2,1
S1466,Male,88.85,74.0,6.41,5,A-,B,B,A-,A+,B-,B,A+,B+,B,B+,1,4,1,2,99,1,90,5,2,3,1,3,1,2,81,1,4,0
S1467,Female,79.44,86.17,5.36,4,B-,B,C,A+,B+,A,A,B,C,A,C,3,5,3,3,54,4,159,14,4,4,3,2,0,6,54,5,5,0
S1468,Male,86.01,76.84,6.86,2,A-,B,A-,B-,B,B-,B,A-,A-,B,B-,5,2,1,3,98,0,103,0,4,4,3,2,1,2,58,2,5,0
S1469,Female,79.67,60.4,6.58,3,A+,B,A+,B-,A,A,A-,A,A-,B,C,5,3,3,2,46,2,90,7,0,1,1,2,0,5,75,3,4,1
S1470,Female,88.46,62.45,7.41,1,A+,B,B,B,B-,A+,A-,B,A,B,B,3,4,1,0,87,2,280,10,4,4,0,2,1,1,84,3,3,1
S1471,Male,80.22,73.24,6.74,1,B-,B-,A,A,B,A,A,A,B,B+,A-,3,2,3,3,49,1,67,13,4,0,1,2,2,1,54,5,1,1
S1472,Female,74.02,44.23,8.39,1,C,B,A-,B+,B,B,C,B+,A,A,C,2,2,2,4,31,0,171,0,5,2,0,3,0,2,65,3,5,1
S1473,Female,97.72,92.08,7.15,4,B,A-,B+,A,A-,A,B,A,A+,B,A-,5,3,3,3,38,1,170,13,1,2,0,1,1,7,62,2,3,1
S1474,Male,83.89,77.3,7.68,2,A-,B+,A+,A,C,B,A+,C,D,A-,A-,5,3,3,3,92,2,142,9,2,1,1,3,1,8,79,4,2,0
S1475,Male,80.74,86.72,7.69,2,C,B,B+,B+,A,B,C,A,A,A,A-,2,4,4,1,97,2,224,16,1,0,0,1,0,1,60,2,3,1
S1476,Female,62.24,53.03,7.73,2,B,B-,A-,B,B+,A,B,A-,A,A-,B-,3,3,3,3,35,1,196,10,1,4,2,1,0,6,79,5,4,0
S1477,Female,62.12,86.93,7.47,3,B-,A,B,A+,A,B+,A,C,B,B,C,2,5,1,3,40,0,197,9,5,0,1,3,1,0,98,2,1,1
S1478,Female,77.93,98.78,8.11,4,B,A,B,A,B,A-,A+,A,B-,B+,A-,2,3,5,4,50,0,172,14,0,4,2,0,2,3,70,2,5,1
S1479,Female,76.46,56.15,6.55,1,A-,C,A,C,A+,C,A,B,A+,A,B+,4,2,1,2,92,3,152,11,5,0,1,3,0,5,53,3,4,1
S1480,Male,68.86,81.26,9.18,3,B+,B+,A,A-,A+,A,B,A,A,B-,B-,5,3,4,2,59,2,152,2,0,4,3,0,2,6,66,4,2,1
S1481,Female,76.41,72.01,7.22,2,A,A,A,C,B-,A,B,A,A+,B-,A+,3,4,1,2,50,0,9,17,0,4,0,1,1,2,82,1,2,1
S1482,Male,90.89,53.47,5.93,1,A,B,A,D,A-,A-,A,B,A+,A-,B,4,5,2,1,52,0,189,6,1,2,2,3,1,2,80,5,1,1
S1483,Male,81.95,77.91,7.73,4,B,D,B,B+,A,B,A-,C,B,A-,B+,4,3,5,3,90,0,11,10,3,3,2,1,2,4,55,5,5,0
S1484,Male,63.59,82.0,6.48,5,B-,B-,D,A,B,B,A,B+,B+,B,A-,4,5,5,0,59,2,28,17,1,3,3,0,0,2,82,2,2,0
S1485,Male,73.88,64.79,8.3,2,B,B,B,B,B,C,A+,B,B,A+,A-,3,3,4,0,75,0,42,16,5,1,0,1,1,8,88,3,4,1
S1486,Male,66.95,85.99,10.0,2,B+,A,B,A,A,B-,B+,B,B+,B,A-,2,5,5,4,89,1,87,15,1,3,1,3,0,1,92,3,2,1
S1487,Male,71.12,52.0,6.56,2,A+,B-,A-,A,A,A,A,A-,B-,B,B,3,3,3,1,47,3,110,2,5,1,1,0,0,9,91,5,5,1
S1488,Female,70.86,54.06,7.9,2,A+,B+,A,B,C,B+,B+,B,B+,A-,C,5,3,4,5,91,0,68,12,1,2,1,0,2,6,99,1,3,0
S1489,Male,70.22,73.64,5.39,1,A-,B-,C,A-,B+,B,C,A,C,A,B+,5,1,2,1,74,0,118,7,4,1,1,1,1,6,76,1,2,0
S1490,Male,62.45,72.3,8.04,4,B+,A,C,A,A-,C,A,A-,B+,A+,B-,2,2,5,3,90,0,266,4,5,3,2,1,0,2,74,4,2,1
S1491,Male,73.72,63.4,6.44,3,B,A+,B+,B,B-,A,A+,A-,B,B,B,3,4,5,5,88,1,246,6,4,4,0,0,0,7,91,2,2,1
S1492,Male,69.39,81.72,6.75,1,A+,B+,A,B,B+,A-,A+,B-,A-,A,A,2,4,4,0,64,1,21,18,0,1,3,1,0,2,68,5,3,0
S1493,Male,45.71,78.37,6.18,4,D,A,B,A,A,B-,B+,A,A-,B+,B+,2,1,5,1,51,0,191,18,1,3,3,2,1,4,51,1,5,1
S1494,Male,95.53,82.3,8.38,3,A-,B,A,A,A,A-,B,B,B-,A-,B,3,3,5,4,53,0,89,11,1,3,3,0,2,0,50,1,4,1
S1495,Female,85.89,70.52,8.71,2,B-,C,B,A,A-,B+,B+,A,A,A,A+,5,2,2,0,80,2,133,8,0,4,0,0,2,9,63,3,5,1
S1496,Female,71.24,79.23,7.53,4,B+,B,B-,A-,B-,C,B+,A,B+,B+,A-,3,5,2,1,94,2,298,16,2,0,2,2,1,3,93,4,1,0
S1497,Female,75.19,66.65,6.46,2,A,B-,A,B,A+,B-,A-,B,B,B+,D,5,1,4,3,44,2,124,9,3,3,0,3,2,1,64,5,4,1
S1498,Male,63.28,96.65,9.41,4,B,B+,C,B,A,A,A,B,B,B,B,1,4,5,3,57,1,189,17,5,2,0,3,2,4,71,4,3,1
S1499,Male,91.96,62.25,6.6,5,B,B,D,B,B-,A,A-,B+,B+,A,A,1,4,1,5,71,1,81,0,3,4,0,3,2,3,66,1,1,1
S1500,Female,93.97,97.26,4.91,2,B+,B-,C,A+,A,A-,B,A,A-,A,A,1,4,4,3,49,1,226,14,2,0,3,3,2,3,99,4,2,1
S1501,Male,76.57,72.42,8.05,2,B+,B,B+,A,B,C,A,C,A,B-,A,4,3,2,3,72,2,179,10,0,4,2,2,2,3,90,1,2,0
S1502,Male,85.24,55.49,6.17,2,A+,B+,A,A,A,D,B,A,C,B,A-,5,5,1,0,98,1,151,3,2,1,2,2,0,4,81,3,5,1
S1503,Male,76.75,88.42,8.69,1,B,B,B+,A,B,B,B+,B,A-,B,A,5,5,5,0,92,0,153,5,3,3,0,1,1,8,82,2,3,1
S1504,Male,61.63,73.51,7.04,3,C,B,A-,A,A-,B+,A,B,B,A,A,3,5,4,1,72,1,220,12,2,3,2,2,0,8,50,5,3,1
S1505,Male,70.88,82.21,8.22,2,A+,A,A,A-,A,A+,B+,B,A+,A,A-,5,3,4,4,31,1,293,7,1,4,2,2,0,3,90,2,2,1
S1506,Male,76.32,86.69,9.18,2,A,B-,A-,A+,B+,B,C,C,A,B+,B,3,4,2,2,52,1,35,6,4,1,2,3,1,8,68,4,2,1
S1507,Male,70.45,76.06,6.05,1,C,C,B,B,B,A-,A+,B,A,B-,A,4,4,3,2,41,1,121,4,1,4,1,3,0,7,87,1,3,1
S1508,Male,72.81,64.89,6.82,1,A,B+,A+,B,B,B,A,A,B,B-,A+,3,3,3,3,75,1,181,4,3,2,3,1,2,4,99,2,3,0
S1509,Female,74.09,83.71,7.41,5,B,B,A,B+,B,B,A-,A-,A,B-,A+,1,2,3,1,62,2,95,15,5,3,2,2,0,7,84,3,5,1
S1510,Female,74.19,72.01,9.35,4,B+,B,A+,A+,B+,B+,B,A-,A+,A+,A,3,3,4,2,73,0,103,5,5,3,3,0,1,6,53,4,2,1
S1511,Female,75.52,80.23,6.71,2,B+,B,B,B-,B+,C,A,A+,A,B-,A,3,3,2,2,54,0,81,15,5,2,1,3,0,1,60,4,3,0
S1512,Female,64.39,46.16,6.79,4,A-,B+,B,C,B,A+,C,C,A,B-,B+,3,4,2,2,64,3,23,14,4,0,0,3,2,9,98,2,1,1
S1513,Female,67.83,77.36,8.07,1,A,B-,A+,A,B,B,B,A+,A,A+,B+,5,5,3,2,64,0,167,5,4,3,0,2,1,7,52,4,1,0
S1514,Male,62.15,64.34,6.81,1,A+,A-,C,B,B,A-,B-,B,A,A-,A,2,4,1,5,94,5,102,7,2,4,0,2,0,8,51,5,1,1
S1515,Male,84.78,91.84,7.68,5,B,A+,A+,B-,B+,B,A,B,B,B+,B-,2,2,3,2,72,0,263,2,1,0,3,1,2,1,85,2,4,1
S1516,Male,53.94,79.48,5.64,3,B,B-,B+,B+,A,B,B-,B-,A-,A,B+,2,1,4,5,97,0,230,8,5,0,2,1,1,1,72,2,1,1
S1517,Female,86.54,74.88,10.0,1,B,B,B,A,A,A+,A-,B+,A-,B+,A+,5,1,1,5,91,1,181,8,2,4,1,2,1,9,60,3,3,1
S1518,Female,88.86,77.84,5.88,2,B,B-,B,B+,A,A,A,B,C,B-,A,1,3,2,1,60,2,114,4,3,2,2,2,2,8,84,4,4,1
S1519,Male,71.98,60.02,7.11,5,A,A,A+,B+,C,A,C,A,A-,B-,C,2,1,5,2,57,0,266,18,4,0,3,0,1,0,78,3,2,0
S1520,Female,48.97,91.48,7.46,3,A+,A+,C,A-,B,A,A+,B,C,C,C,2,5,1,2,40,1,226,15,2,3,0,1,1,2,56,4,3,1
S1521,Male,71.39,95.9,9.8,5,B-,C,C,C,B+,B,C,A,A,B+,A,4,4,2,5,61,1,215,15,4,1,1,0,0,2,68,2,1,1
S1522,Female,74.36,76.71,5.91,1,B+,A,B+,B,A,A,B+,C,A-,A-,A,4,2,1,1,95,0,297,17,1,0,2,0,2,5,55,4,2,0
S1523,Male,64.89,91.08,9.88,3,A,B-,B+,A,A,B+,D,A,A-,B,B+,1,2,3,0,89,3,261,11,5,2,2,2,0,6,74,3,1,1
S1524,Male,69.85,65.17,8.41,4,A,B-,A+,B+,B-,A,B+,A,B+,A-,B+,3,2,1,0,80,5,2,15,3,4,0,2,0,2,65,2,5,1
S1525,Male,90.3,62.43,8.0,3,A+,B,B+,B,B-,B+,B,B+,B+,A+,A-,3,4,1,0,88,2,35,4,1,3,2,2,0,7,72,4,4,1
S1526,Male,81.65,72.49,6.32,2,A,A,A-,A,A,B,A+,B,A,B,B+,4,5,1,2,46,1,183,2,2,1,2,0,2,1,60,3,2,1
S1527,Male,65.75,77.22,8.19,4,B-,B,B,A-,B,A,B+,B,B,A,A,4,2,4,1,97,3,179,6,2,0,0,0,1,2,82,4,1,1
S1528,Male,59.02,67.27,6.63,4,C,B-,A-,C,A-,B,B,A,B+,A+,A,1,1,4,0,67,0,124,19,0,2,3,1,2,9,57,3,5,1
S1529,Female,71.73,78.45,9.02,2,B-,A-,B,B+,A,B-,B,A,A+,A+,B+,1,5,3,3,93,1,159,13,1,1,3,1,1,1,85,5,4,0
S1530,Male,72.87,75.68,6.33,4,C,A-,A,A,B,A+,A,A,B+,C,C,5,5,5,3,32,2,111,15,3,1,1,3,2,1,99,3,1,1
S1531,Male,79.96,60.02,7.36,1,C,A-,A,A,B,B,A-,B+,B,A,A,3,5,4,1,83,1,133,0,5,3,2,1,1,5,74,1,3,1
S1532,Female,69.65,78.23,6.83,3,B+,A+,A,B+,B,A,A-,B+,A,A-,B,5,2,5,2,73,0,201,4,4,3,3,3,0,2,84,4,5,1
S1533,Female,80.11,82.36,6.31,3,A,B-,A+,B+,A+,A,A,A-,A+,C,A-,2,5,4,5,59,1,151,7,0,0,0,1,0,2,62,1,2,0
S1534,Male,94.35,74.06,8.39,2,B,B-,B+,A,A,B+,A-,B,B-,B+,A,1,2,2,0,83,0,76,1,3,0,3,3,1,8,55,5,1,1
S1535,Male,83.16,85.83,8.14,1,A,D,B,B,A,A,B-,A-,C,A+,B-,3,1,2,2,77,0,264,6,5,1,2,1,0,0,84,3,2,1
S1536,Male,74.52,57.39,8.95,4,A,B+,B,A+,A,B-,A,C,A+,B+,B+,3,1,1,5,64,1,253,5,1,2,1,1,2,8,95,2,3,1
S1537,Male,73.17,77.62,5.36,3,A,B,B+,A,B+,A+,A-,A,C,A+,B+,5,1,5,0,97,1,69,9,4,1,1,0,2,1,88,2,2,1
S1538,Female,71.43,57.96,8.78,3,B+,A,B,B+,A,A+,C,B,A-,A+,A-,4,1,1,4,55,0,22,2,3,2,3,2,2,1,99,3,5,1
S1539,Male,86.81,58.63,10.0,3,A,B,A,A+,A-,B+,A+,B,C,B-,A+,4,5,1,4,85,0,212,5,0,3,0,1,1,4,53,5,4,1
S1540,Male,68.73,64.43,6.96,3,A,B,A-,B-,A-,B+,B+,A,B,A,B+,1,5,4,2,98,2,272,18,5,2,0,0,1,5,94,3,1,0
S1541,Female,75.45,60.7,9.77,5,B+,C,A,A,B,B,B,A-,B-,B,A-,4,2,4,3,93,1,97,1,5,2,2,0,2,7,92,2,4,0
S1542,Male,75.51,65.42,7.18,2,B-,B-,B,B,B,A,B,A-,B,B+,A+,2,1,1,2,58,0,122,18,4,3,3,2,1,0,91,2,1,1
S1543,Male,69.98,69.43,5.85,4,B+,C,A,A-,B,B-,B,A,A+,A,B+,3,3,4,0,88,1,24,16,1,4,0,1,2,4,65,2,2,1
S1544,Male,61.28,82.05,7.13,4,B-,B-,A+,A-,A,C,B,B+,A+,B+,A+,4,1,2,2,54,1,37,3,4,1,0,3,0,9,60,3,2,0
S1545,Female,78.23,68.15,8.76,2,A,B-,B+,B,A,B+,A+,A-,B+,A+,A,1,4,2,2,56,0,258,2,1,0,0,3,0,7,73,5,5,1
S1546,Male,74.39,52.97,6.49,1,A,A+,C,B+,A+,B,B+,A,A,A,B,2,3,5,0,51,1,194,13,2,2,3,2,0,1,63,5,2,1
S1547,Female,80.0,85.68,6.78,2,B+,B-,B,B,A,B+,B,A-,B+,B+,A+,5,4,2,3,76,1,269,2,2,0,2,2,2,9,89,5,3,1
S1548,Male,69.66,61.95,8.21,3,B+,B,B,B+,A,A+,A+,A-,C,A,B,5,3,1,4,84,4,265,10,1,0,0,2,1,8,57,2,5,1
S1549,Male,87.21,71.3,7.5,3,B,A-,B,B+,A+,A,A+,A,A,B,C,2,2,3,5,38,0,65,9,3,1,1,1,2,9,79,4,1,0
S1550,Female,66.23,77.36,8.2,2,B,A+,B+,B,B,A+,B-,A,B+,A+,A,1,5,4,0,83,0,198,2,0,4,3,1,2,3,80,3,2,1
S1551,Female,92.12,74.4,7.79,2,B,B,B,B,D,D,B,B,A-,B+,A-,5,2,1,2,93,0,141,8,2,4,3,1,2,6,55,2,1,1
S1552,Female,57.52,85.13,8.08,4,C,A,B-,B,A,A,A-,B,B,B,B+,3,3,4,1,68,1,240,15,3,4,3,0,0,0,73,5,2,1
S1553,Female,79.35,77.75,6.98,4,A-,B+,A,B,B-,B,C,C,A,A-,B+,3,1,5,2,37,3,208,17,4,4,0,3,0,1,50,3,5,0
S1554,Female,79.75,61.66,7.78,5,A,B,A,C,A,A,B,A+,A,B-,B,1,2,1,5,56,2,125,4,2,3,2,0,0,0,87,5,3,0
S1555,Male,67.04,98.14,6.39,5,B+,C,A,A-,B,B,C,A,B-,B,A-,1,3,1,2,98,2,265,14,5,0,2,0,2,7,95,1,1,1
S1556,Male,79.24,74.33,9.05,3,A,B-,B+,B+,B,A,C,A+,B-,C,A,3,1,1,1,62,2,175,15,5,0,1,1,1,0,70,2,4,1
S1557,Female,87.8,70.23,6.74,5,A,B+,B-,A+,C,B,B+,B+,B,A,A+,1,5,5,5,39,0,46,17,3,3,1,2,1,8,55,5,2,1
S1558,Male,52.83,83.57,8.85,5,A,A-,A,A-,A,A,B,B,B,C,B,2,3,1,2,45,1,59,5,0,1,2,2,1,6,64,1,5,1
S1559,Female,80.03,74.99,7.22,1,A-,A,A-,A-,A,B-,B,A-,B+,B,A,1,4,4,1,40,2,280,3,5,2,2,0,1,4,81,5,1,0
S1560,Female,50.07,76.79,7.74,2,A,A-,B-,B-,A+,B-,B-,B,B,B,B-,3,4,3,2,48,0,134,12,4,4,2,2,1,0,67,2,5,0
S1561,Male,65.34,100.0,6.91,4,A+,A,B+,B+,A-,B,B,B,A-,C,B,4,4,1,3,93,2,120,0,2,4,3,0,1,3,96,4,1,1
S1562,Male,91.29,68.7,6.28,5,B,C,B+,B,C,A+,A,D,A,B+,A+,1,1,5,5,81,0,166,1,5,3,3,2,2,2,81,5,3,1
S1563,Female,69.18,68.19,5.41,4,B,B+,B-,A+,B,A,A,A,A-,B-,A,5,1,5,4,44,3,42,14,2,4,2,1,0,6,61,5,2,1
S1564,Male,63.26,73.4,6.23,5,B,A,B+,B+,B,B-,A,A+,A,B+,A,2,2,1,3,71,1,45,3,0,3,1,0,1,0,60,1,1,0
S1565,Female,73.02,84.86,7.11,5,B,A-,B,C,B+,A,B-,A,A-,B+,B+,2,1,5,0,67,2,216,12,1,2,2,3,0,9,83,2,4,1
S1566,Male,95.68,53.92,7.75,3,A,B+,A+,A,B-,A,B-,A+,A,A-,B-,2,3,2,0,78,0,298,13,5,0,1,0,2,3,51,5,2,1
S1567,Female,56.68,48.41,8.71,1,A,B+,A,A+,A-,B+,B+,C,B+,A,A+,5,4,5,2,78,2,284,14,2,4,3,2,1,4,93,3,2,1
S1568,Male,64.49,64.95,6.97,2,A,A+,A-,A-,A,A,B+,A,A-,B+,A,5,5,3,0,84,1,102,7,1,1,2,1,0,2,71,2,5,0
S1569,Female,89.97,52.39,6.44,2,B-,C,B+,B,B-,A,B-,B+,B,C,A-,2,4,2,0,51,2,85,8,0,3,1,1,2,4,70,1,2,0
S1570,Male,93.58,66.9,5.77,3,B,A,C,B+,A,B+,A,A,B+,B,A,2,3,4,2,72,2,193,4,5,2,2,3,2,3,55,1,1,1
S1571,Male,73.97,78.03,8.08,3,A,A+,C,B+,A+,A-,A+,A,C,B,B+,2,5,2,2,79,0,213,2,0,1,3,1,1,4,55,1,3,1
S1572,Male,62.61,61.31,9.16,2,A,A+,B-,B,A,A,B+,A,A+,B,B+,1,2,3,4,48,0,225,6,5,0,3,1,0,8,61,2,1,1
S1573,Female,95.96,54.88,9.02,2,C,B+,A,A,B,B+,C,A,B,A,A,5,1,2,1,47,2,196,7,3,1,3,0,1,7,53,2,2,1
S1574,Female,90.94,72.83,8.35,1,B+,A,C,B,B,A-,B,B,B,A,B+,3,3,1,2,39,1,154,15,2,3,0,1,1,7,56,5,4,1
S1575,Male,81.79,82.35,8.27,5,B-,A+,B,A,A,B,A-,C,C,A,A-,1,1,5,4,79,1,2,16,4,4,3,2,1,1,61,1,4,1
S1576,Male,66.88,51.66,9.54,1,A,A-,A-,A-,B,A,A+,B+,A-,A+,A,3,2,1,3,78,1,276,9,5,0,2,3,1,2,79,1,1,0
S1577,Male,74.51,81.84,7.9,2,A,B,B,B,B,B,B,B+,A,B,A,1,5,1,0,70,2,23,0,4,3,1,3,2,3,58,2,1,0
S1578,Female,73.4,81.81,8.28,5,B,A,A+,B-,C,A-,B-,A+,A,B-,B+,1,3,1,1,44,1,147,18,5,2,2,0,2,9,56,2,1,1
S1579,Female,78.31,83.45,7.12,2,B,A,A,B,B+,A-,B,B-,A,A,A-,3,5,2,5,52,3,12,17,0,1,2,2,2,0,97,3,1,0
S1580,Male,89.51,86.62,5.87,1,B,A-,B-,B,B,A,A-,A+,B+,A+,A,2,3,4,3,56,0,217,17,4,1,0,1,0,8,96,1,5,1
S1581,Male,83.79,98.42,6.68,1,B+,A,B,A-,B,A+,A,C,B-,A,A+,3,2,5,2,35,1,170,19,4,0,2,0,1,1,71,2,1,1
S1582,Male,64.23,67.73,7.49,1,B+,B+,A-,A,A,B-,C,B+,A,A,A,4,2,2,3,53,3,77,4,5,0,0,2,2,1,76,2,5,0
S1583,Male,88.76,73.31,7.57,5,B,A+,B+,A,A,A,A,A,A,B+,A+,5,2,1,5,38,2,238,10,4,2,2,1,2,7,84,5,2,0
S1584,Male,78.13,67.0,9.81,4,A,A+,C,B-,B+,B,A,B+,A,A,A-,4,1,3,4,91,2,244,0,3,2,0,0,2,9,87,1,1,1
S1585,Female,81.87,72.02,7.6,4,A-,B+,B,B-,A+,C,B-,D,A,A,A,1,4,3,2,96,0,101,10,3,0,3,3,2,8,73,3,1,1
S1586,Male,89.67,90.39,8.91,2,B-,A,A-,C,A,B+,D,A,C,C,A-,3,5,1,2,99,2,29,10,5,3,0,1,2,0,63,2,4,0
S1587,Female,63.88,55.86,6.98,5,A,A+,A,A+,B+,A-,B,A,B-,A,A,2,3,4,1,71,0,270,4,0,3,0,3,0,1,89,5,2,1
S1588,Male,74.64,61.67,7.13,3,B+,A-,A,B+,A,A,B,A,A,B,B+,2,5,5,4,89,1,202,19,5,0,2,1,0,9,85,5,2,1
S1589,Male,69.69,88.53,5.91,4,B,C,C,B,A,C,A,B+,A,B,B,4,4,2,0,77,0,211,17,4,1,3,1,0,4,62,4,1,1
S1590,Female,59.32,84.24,6.61,5,D,B,A-,B,B+,B,A+,A+,C,A,B+,4,1,4,3,85,1,152,7,0,4,0,3,1,8,86,1,2,0
S1591,Female,78.47,67.64,8.13,5,A-,B-,B+,B,B,B,A,B,A+,B-,A+,1,1,3,5,34,0,165,14,0,2,2,1,0,9,99,5,3,1
S1592,Female,100.0,82.25,7.51,4,A-,B-,B+,B,B-,A-,B+,C,B,B+,A+,5,4,1,1,83,2,42,2,0,3,1,2,0,4,60,3,4,1
S1593,Male,56.6,76.09,8.63,5,B-,C,B-,A-,B+,B-,A,C,C,A+,A,1,3,2,5,67,0,39,15,3,4,2,1,1,6,81,1,2,1
S1594,Male,74.68,90.0,7.72,5,B-,B,B,A,B+,B,B-,A,B+,A+,A-,2,4,4,1,48,0,150,19,3,1,2,0,0,5,54,3,3,0
S1595,Female,81.41,72.89,7.08,4,B,B,B,A,A-,A,A,B+,A+,B,A+,3,1,4,2,98,0,43,11,2,2,1,2,0,5,66,5,1,1
S1596,Male,76.23,84.31,10.0,1,B+,A-,A-,A+,A,B+,B+,A+,A,A-,A,4,1,4,3,53,0,80,1,5,3,0,1,0,1,51,1,4,0
S1597,Male,73.87,100.0,7.39,2,A,A,A+,A-,A,A-,B+,B+,C,A-,B-,2,5,2,1,39,2,256,19,4,3,2,0,2,9,81,5,4,1
S1598,Male,62.01,79.18,8.9,3,B,B,C,A+,B,A+,B,B-,A+,A,A+,1,3,5,2,50,0,102,19,5,1,2,0,2,7,72,5,4,0
S1599,Male,77.33,72.59,7.02,2,B-,D,C,A,B+,B-,A,B+,A-,A,C,5,3,2,2,44,2,40,12,1,1,2,2,1,5,54,5,3,1
S1600,Female,67.43,80.67,8.35,1,B-,B+,C,B,B,A,B-,B-,B,B,B-,3,1,1,4,93,1,187,18,3,3,3,2,1,3,89,2,5,1
S1601,Male,53.1,67.62,8.61,1,A,B,C,B-,B,B+,A-,B-,B-,B-,B-,5,4,2,2,42,1,207,12,5,3,0,2,1,6,87,2,4,1
S1602,Male,86.95,100.0,7.75,5,A-,B+,B-,B-,A,A,B,A,B+,B+,B-,1,1,4,0,69,1,107,17,5,4,3,3,1,8,57,3,3,1
S1603,Male,84.58,74.16,4.67,2,B+,A-,B,A,B+,A,B,B,A,A,A+,1,5,5,4,37,2,193,15,1,1,0,3,1,6,76,2,5,1
S1604,Male,75.52,68.72,7.52,1,C,A-,B-,A,A-,B+,A,A+,B+,C,A,2,4,5,4,67,0,56,9,4,1,1,2,2,5,51,3,3,1
